PIV2020 にあって PEJVO にない単語を literumilo で語根分解した結果 (見出し語 + 派生語, 空白語除外)
対象語数: 12,966

表示語	解析語	有効?	語根分解結果
antenuloj	antenuloj	True	anten.ul.oj
anteridio	anteridio	False	anteridio
anterozoido	anterozoido	False	anterozoido
anthelio	anthelio	False	anthelio
anti	anti	False	anti
antiaro	antiaro	True	an.tiar.o
anticipa	anticipa	True	anticip.a
anticipo	anticipo	True	anticip.o
antidorko	antidorko	True	antidork.o
antiklinalo	antiklinalo	False	antiklinalo
Antilano	Antilano	True	Antil.an.o
antilido	antilido	False	antilido
antinomia	antinomia	True	antinomi.a
Antinoo	Antinoo	False	Antinoo
Antiopo	Antiopo	False	Antiopo
Antioĥio	Antioĥio	False	Antioĥio
Antioĥo	Antioĥo	True	Antioĥ.o
antipoduloj	antipoduloj	True	antipod.ul.oj
antistrofo	antistrofo	True	anti.strof.o
antociano	antociano	False	antociano
antoksanto	antoksanto	True	an.toks.ant.o
Antoneno	Antoneno	False	Antoneno
Antonenoj	Antonenoj	False	Antonenoj
antonomazio	antonomazio	False	antonomazio
antozooj	antozooj	False	antozooj
antraceno	antraceno	False	antraceno
antrakinono	antrakinono	False	antrakinono
antrakozo	antrakozo	False	antrakozo
antrisko	antrisko	False	antrisko
antro	antro	False	antro
antropo	antropo	True	an.trop.o
antropocentra	antropocentra	True	an.trop.o.centr.a
antropofagismo	antropofagismo	False	antropofagismo
antropofago	antropofago	False	antropofago
antropoloĝo	antropoloĝo	True	an.trop.o.loĝ.o
antropomorfa	antropomorfa	True	antropomorf.a
antropomorfo	antropomorfo	True	antropomorf.o
antropomorfoj	antropomorfoj	True	antropomorf.oj
anturio	anturio	False	anturio
antuso	antuso	True	an.tus.o
anuitato	anuitato	False	anuitato
anurio	anurio	False	anurio
anuroj	anuroj	False	anuroj
anuŝo	anuŝo	False	anuŝo
anzuarbo	anzuarbo	False	anzuarbo
anzuo	anzuo	False	anzuo
anzuujo	anzuujo	False	anzuujo
Anĥizo	Anĥizo	False	Anĥizo
aoristo	aoristo	True	aorist.o
aorta	aorta	True	aort.a
aortito	aortito	False	aortito
aoto	aoto	False	aoto
apanaĝi	apanaĝi	True	apanaĝ.i
apanaĝulo	apanaĝulo	True	apanaĝ.ul.o
aparatisto	aparatisto	True	aparat.ist.o
aparatulo	aparatulo	True	aparat.ul.o
aparteco	aparteco	True	apart.ec.o
aparteno	aparteno	True	aparten.o
apatito	apatito	True	apatit.o
apatosaŭro	apatosaŭro	False	apatosaŭro
apeksa	apeksa	False	apeksa
apekso	apekso	False	apekso
apelo	apelo	True	apel.o
apendicektomio	apendicektomio	False	apendicektomio
apendikularioj	apendikularioj	False	apendikularioj
apepsio	apepsio	False	apepsio
aperadi	aperadi	True	aper.ad.i
apercepti	apercepti	False	apercepti
apercepto	apercepto	False	apercepto
aperitivi	aperitivi	True	aperitiv.i
aperte	aperte	True	apert.e
apetaloj	apetaloj	False	apetaloj
apetenco	apetenco	False	apetenco
apiolo	apiolo	False	apiolo
apioso	apioso	False	apioso
Apiso	Apiso	False	Apiso
aplaŭdado	aplaŭdado	True	aplaŭd.ad.o
aplaŭdistaro	aplaŭdistaro	True	aplaŭd.ist.ar.o
aplito	aplito	False	aplito
apocinacoj	apocinacoj	False	apocinacoj
apocino	apocino	False	apocino
apodoformaj	apodoformaj	False	apodoformaj
apogei	apogei	True	apoge.i
apologetiko	apologetiko	True	apolog.etik.o
apologii	apologii	True	apologi.i
apologiisto	apologiisto	True	apologi.ist.o
Apolonio	Apolonio	False	Apolonio
apoloĝo	apoloĝo	False	apoloĝo
apomikso	apomikso	False	apomikso
aponeŭrozo	aponeŭrozo	False	aponeŭrozo
apopleksia	apopleksia	True	apopleksi.a
aposiopezo	aposiopezo	False	aposiopezo
apostati	apostati	True	apostat.i
apostoleco	apostoleco	True	apostol.ec.o
apotecio	apotecio	False	apotecio
apraĵo	apraĵo	True	apr.aĵ.o
apreci	apreci	True	aprec.i
apretanto	apretanto	False	apretanto
apretaĵo	apretaĵo	False	apretaĵo
apriore	apriore	True	aprior.e
aproksimi	aproksimi	False	aproksimi
apterigo	apterigo	True	apterig.o
apterigoformaj	apterigoformaj	True	apterig.o.form.aj
arabidopso	arabidopso	False	arabidopso
arabino	arabino	True	arab.in.o
arabinozo	arabinozo	False	arabinozo
arabismo	arabismo	True	arab.ism.o
arabiso	arabiso	False	arabiso
Arabujo	Arabujo	True	Arab.uj.o
aragonito	aragonito	False	aragonito
arahanto	arahanto	False	arahanto
arakidoleo	arakidoleo	True	arakid.ole.o
araknoidito	araknoidito	False	araknoidito
aralio	aralio	True	ar.ali.o
aramea	aramea	False	aramea
aranea	aranea	True	arane.a
araneoidoj	araneoidoj	False	araneoidoj
aranĝa	aranĝa	True	aranĝ.a
aranĝaĵo	aranĝaĵo	True	aranĝ.aĵ.o
aranĝiĝi	aranĝiĝi	True	aranĝ.iĝ.i
arba	arba	True	arb.a
arbarigi	arbarigi	True	arb.ar.ig.i
arbaristo	arbaristo	True	arb.arist.o
arbarizi	arbarizi	False	arbarizi
arbaĵo	arbaĵo	True	arb.aĵ.o
arbejo	arbejo	True	arb.ej.o
arbetaĵaro	arbetaĵaro	True	arb.et.aĵ.ar.o
arbisto	arbisto	True	arb.ist.o
arbitraciisto	arbitraciisto	True	arbitraci.ist.o
arbitreco	arbitreco	True	arbitr.ec.o
arbologio	arbologio	False	arbologio
arbusteto	arbusteto	True	arbust.et.o
arbutbero	arbutbero	True	arbut.ber.o
ardeedoj	ardeedoj	False	ardeedoj
ardego	ardego	True	ard.eg.o
ardeta	ardeta	True	ard.et.a
ardezejo	ardezejo	True	ardez.ej.o
ardigi	ardigi	True	ard.ig.i
arego	arego	True	ar.eg.o
arekacoj	arekacoj	False	arekacoj
areknukso	areknukso	False	areknukso
areko	areko	False	areko
arenario	arenario	False	arenario
areola	areola	False	areola
areolo	areolo	False	areolo
arestado	arestado	True	arest.ad.o
arestisto	arestisto	True	arest.ist.o
areto	areto	True	ar.et.o
arganio	arganio	False	arganio
argemono	argemono	False	argemono
argila	argila	True	argil.a
argilpetro	argilpetro	False	argilpetro
arginino	arginino	False	arginino
argiopo	argiopo	False	argiopo
argironeto	argironeto	False	argironeto
Argolando	Argolando	False	Argolando
Argonaŭtoj	Argonaŭtoj	True	Argonaŭt.oj
argumentado	argumentado	True	argument.ad.o
argumentaro	argumentaro	True	argument.ar.o
Arguso	Arguso	False	Arguso
aria	aria	True	ari.a
arida	arida	False	arida
ariero	ariero	True	arier.o
arilo	arilo	False	arilo
arino	arino	False	arino
Ariono	Ariono	False	Ariono
Ariosto	Ariosto	False	Ariosto
Aristarko	Aristarko	True	Arist.ark.o
Aristido	Aristido	False	Aristido
aristokrateco	aristokrateco	True	aristokrat.ec.o
aritenoido	aritenoido	False	aritenoido
aritmetika	aritmetika	True	aritmetik.a
aritmetikilo	aritmetikilo	False	aritmetikilo
aritmetikisto	aritmetikisto	True	aritmetik.ist.o
arka	arka	True	ark.a
arkaa	arkaa	False	arkaa
arkaaĵo	arkaaĵo	False	arkaaĵo
arkaiĝi	arkaiĝi	False	arkaiĝi
arkano	arkano	True	arkan.o
arkea	arkea	True	arke.a
arkeano	arkeano	False	arkeano
arkebuzo	arkebuzo	True	arkebuz.o
arkeco	arkeco	True	ark.ec.o
arkegonio	arkegonio	False	arkegonio
arkeoj	arkeoj	True	arke.oj
arkeoloĝo	arkeoloĝo	False	arkeoloĝo
arkeopterigoformaj	arkeopterigoformaj	True	arkeopterig.o.form.aj
arkeozoiko	arkeozoiko	False	arkeozoiko
arketipo	arketipo	False	arketipo
arki	arki	True	ark.i
Arkiloko	Arkiloko	True	Ar.kil.ok.o
arkimandrito	arkimandrito	False	arkimandrito
arkipelaĝo	arkipelaĝo	False	arkipelaĝo
arkipteroj	arkipteroj	False	arkipteroj
arkitektura	arkitektura	True	arkitektur.a
arkiteŭto	arkiteŭto	False	arkiteŭto
arkivolto	arkivolto	False	arkivolto
arkonto	arkonto	True	ar.kont.o
arkosaŭroj	arkosaŭroj	True	ark.o.saŭr.oj
arkozo	arkozo	False	arkozo
arkteo	arkteo	False	arkteo
arktio	arktio	True	arkti.o
arktostafilo	arktostafilo	False	arktostafilo
arkuso	arkuso	False	arkuso
arlekenaĵo	arlekenaĵo	True	arleken.aĵ.o
armadelo	armadelo	False	armadelo
armadilidio	armadilidio	False	armadilidio
Armando	Armando	False	Armando
armeestro	armeestro	True	arme.estr.o
armena	armena	True	armen.a
armerio	armerio	True	armeri.o
armilario	armilario	False	armilario
armilaro	armilaro	True	arm.il.ar.o
armilpaĝio	armilpaĝio	True	arm.il.paĝi.o
armilportisto	armilportisto	True	arm.il.port.ist.o
armito	armito	True	arm.it.o
armiĝi	armiĝi	True	arm.iĝ.i
armoracio	armoracio	True	arm.oraci.o
armorio	armorio	False	armorio
arogo	arogo	True	arog.o
aromata	aromata	False	aromata
arondismento	arondismento	False	arondismento
arorutplanto	arorutplanto	True	arorut.plant.o
arorutujo	arorutujo	True	arorut.uj.o
arpento	arpento	True	ar.pent.o
arsacetino	arsacetino	False	arsacetino
arsenido	arsenido	False	arsenido
arsino	arsino	False	arsino
arsonvalizi	arsonvalizi	True	ar.son.valiz.i
Arsonvalo	Arsonvalo	True	Ar.son.val.o
Artakserkso	Artakserkso	False	Artakserkso
artefakto	artefakto	False	artefakto
arteria	arteria	True	arteri.a
arteriektomio	arteriektomio	False	arteriektomio
arterieto	arterieto	True	arteri.et.o
arteriito	arteriito	False	arteriito
artifikeco	artifikeco	True	artifik.ec.o
artifikon	artifikon	True	artifik.on
artifikulo	artifikulo	True	artifik.ul.o
artikiĝi	artikiĝi	True	artik.iĝ.i
artikulacia	artikulacia	True	artikulaci.a
artikulacii	artikulacii	True	artikulaci.i
artikulacio	artikulacio	True	artikulaci.o
artikuloj	artikuloj	True	artik.ul.oj
artileriisto	artileriisto	True	artileri.ist.o
artiŝokfundo	artiŝokfundo	True	artiŝok.fund.o
artiŝokkapo	artiŝokkapo	True	artiŝok.kap.o
artokarpo	artokarpo	False	artokarpo
artralgio	artralgio	False	artralgio
artro	artro	False	artro
artrologio	artrologio	False	artrologio
artropodoj	artropodoj	True	artropod.oj
artrozo	artrozo	True	art.roz.o
arumacoj	arumacoj	False	arumacoj
arumano	arumano	False	arumano
arumo	arumo	True	arum.o
arundo	arundo	False	arundo
arunko	arunko	False	arunko
arvikolo	arvikolo	True	arvikol.o
arĝentismo	arĝentismo	True	arĝent.ism.o
arĝentumo	arĝentumo	False	arĝentumo
arĥaja	arĥaja	False	arĥaja
arĥipelaĝo	arĥipelaĝo	False	arĥipelaĝo
Asamio	Asamio	False	Asamio
asbestozo	asbestozo	False	asbestozo
ascensio	ascensio	False	ascensio
ascidioj	ascidioj	False	ascidioj
ascito	ascito	False	ascito
asdiko	asdiko	False	asdiko
asekura	asekura	True	asekur.a
asekurebla	asekurebla	True	asekur.ebl.a
asembli	asembli	False	asembli
aserta	aserta	True	asert.a
asidua	asidua	False	asidua
asignato	asignato	True	asign.at.o
asignisto	asignisto	True	asign.ist.o
asimilebla	asimilebla	True	asimil.ebl.a
asimiliĝi	asimiliĝi	True	asimil.iĝ.i
asimilo	asimilo	True	asimil.o
asindeto	asindeto	False	asindeto
Asiriano	Asiriano	True	Asiri.an.o
asiriologio	asiriologio	False	asiriologio
asiriologo	asiriologo	True	asiri.o.log.o
asistado	asistado	True	asist.ad.o
asistantino	asistantino	True	asist.ant.in.o
asistolio	asistolio	False	asistolio
asiza	asiza	True	asiz.a
askaridozo	askaridozo	False	askaridozo
askariduloj	askariduloj	True	askarid.ul.oj
asklepiadacoj	asklepiadacoj	False	asklepiadacoj
Asklepio	Asklepio	False	Asklepio
asko	asko	False	asko
askomicetoj	askomicetoj	False	askomicetoj
askomikotoj	askomikotoj	False	askomikotoj
askorba	askorba	False	askorba
askujo	askujo	False	askujo
asocieca	asocieca	True	asoci.ec.a
Asoko	Asoko	False	Asoko
asonanĉo	asonanĉo	False	asonanĉo
asparagino	asparagino	False	asparagino
aspartato	aspartato	False	aspartato
asparto	asparto	False	asparto
Aspazio	Aspazio	False	Aspazio
aspergilozo	aspergilozo	False	aspergilozo
asperĝi	asperĝi	False	asperĝi
aspidistro	aspidistro	False	aspidistro
aspiko	aspiko	False	aspiko
aspiracia	aspiracia	True	aspiraci.a
aspiracio	aspiracio	True	aspiraci.o
aspirado	aspirado	True	aspir.ad.o
aspiratoro	aspiratoro	False	aspiratoro
asplenio	asplenio	False	asplenio
aspra	aspra	True	aspr.a
Astarto	Astarto	False	Astarto
astateno	astateno	True	astaten.o
astato	astato	True	astat.o
astenio	astenio	True	asteni.o
astenosfero	astenosfero	False	astenosfero
asteriedoj	asteriedoj	False	asteriedoj
asterioidoj	asterioidoj	False	asterioidoj
asterolino	asterolino	False	asterolino
asterozooj	asterozooj	False	asterozooj
Astianakso	Astianakso	False	Astianakso
astilbo	astilbo	False	astilbo
astrakanto	astrakanto	True	astr.akant.o
astreo	astreo	False	astreo
astroloĝo	astroloĝo	True	astr.o.loĝ.o
astronaŭtiko	astronaŭtiko	True	astronaŭtik.o
atakato	atakato	True	atak.at.o
Atalanto	Atalanto	False	Atalanto
atamano	atamano	False	atamano
ataraksio	ataraksio	False	ataraksio
atavisma	atavisma	True	atavism.a
ateliero	ateliero	False	ateliero
atelo	atelo	True	atel.o
Atenano	Atenano	True	Aten.an.o
atenca	atenca	True	atenc.a
atenda	atenda	True	atend.a
ateneo	ateneo	False	ateneo
Atenoj	Atenoj	True	Aten.oj
atenuilo	atenuilo	False	atenuilo
ateromo	ateromo	False	ateromo
aterosklerozo	aterosklerozo	False	aterosklerozo
atestaĵoj	atestaĵoj	True	atest.aĵ.oj
atestigi	atestigi	True	atest.ig.i
Atikeco	Atikeco	False	Atikeco
atikito	atikito	False	atikito
atingebleco	atingebleco	True	ating.ebl.ec.o
atingodistanco	atingodistanco	True	ating.o.distanc.o
atingopovo	atingopovo	True	ating.o.pov.o
Atlantika	Atlantika	True	Atlantik.a
atlanto	atlanto	True	atlant.o
atlaŝo	atlaŝo	False	atlaŝo
atmano	atmano	False	atmano
atmo	atmo	False	atmo
atmometro	atmometro	False	atmometro
atmosfera	atmosfera	True	atmosfer.a
atmosferaĵoj	atmosferaĵoj	True	atmosfer.aĵ.oj
atmosferografio	atmosferografio	False	atmosferografio
atmosferologio	atmosferologio	False	atmosferologio
atonala	atonala	False	atonala
ATP	ATP	False	ATP
atrabilo	atrabilo	False	atrabilo
atrakcio	atrakcio	True	atrakci.o
Atreidoj	Atreidoj	False	Atreidoj
Atreo	Atreo	False	Atreo
atrezio	atrezio	False	atrezio
atribuado	atribuado	True	atribu.ad.o
atribuo	atribuo	True	atribu.o
atribŭi	atribŭi	False	atribŭi
atricio	atricio	False	atricio
atrio	atrio	True	atri.o
atropismo	atropismo	False	atropismo
atropo	atropo	False	atropo
atroposo	atroposo	True	atropos.o
avancado	avancado	True	avanc.ad.o
avanco	avanco	True	avanc.o
avano	avano	True	avan.o
avare	avare	True	avar.e
avareco	avareco	True	avar.ec.o
Aventino	Aventino	True	Aven.tin.o
avenŭo	avenŭo	False	avenŭo
averaĝo	averaĝo	True	averaĝ.o
Averno	Averno	False	Averno
Averoeso	Averoeso	False	Averoeso
averoo	averoo	False	averoo
averta	averta	True	avert.a
Avesta	Avesta	False	Avesta
AVI	AVI	True	AV.I
aviada	aviada	True	avi.ad.a
avicenio	avicenio	False	avicenio
Aviceno	Aviceno	False	Aviceno
avidulo	avidulo	True	avid.ul.o
avikulario	avikulario	False	avikulario
avineto	avineto	True	av.in.et.o
avinjo	avinjo	False	avinjo
avio	avio	False	avio
avitaminozo	avitaminozo	False	avitaminozo
avoceto	avoceto	True	avocet.o
aza	aza	False	aza
azarolo	azarolo	False	azarolo
azelo	azelo	False	azelo
azenisto	azenisto	True	azen.ist.o
azeotropo	azeotropo	False	azeotropo
azido	azido	False	azido
azidotimidino	azidotimidino	False	azidotimidino
azimeno	azimeno	False	azimeno
azoa	azoa	False	azoa
azoiko	azoiko	False	azoiko
azoksio	azoksio	False	azoksio
azolo	azolo	False	azolo
azoo	azoo	False	azoo
azotemio	azotemio	False	azotemio
azotobaktero	azotobaktero	True	azot.o.bak.ter.o
azoturio	azoturio	False	azoturio
AZT	AZT	False	AZT
azteko	azteko	False	azteko
azuleĥo	azuleĥo	False	azuleĥo
Aĥabo	Aĥabo	False	Aĥabo
Aĥajano	Aĥajano	False	Aĥajano
Aĥajo	Aĥajo	False	Aĥajo
aĥerontio	aĥerontio	False	aĥerontio
aĥi	aĥi	False	aĥi
aŝaro	aŝaro	False	aŝaro
Aŝmodeo	Aŝmodeo	False	Aŝmodeo
aŭ-funkcio	aŭ-funkcio	False	aŭfunkcio
aŭbado	aŭbado	False	aŭbado
aŭbrietio	aŭbrietio	False	aŭbrietio
aŭdanto	aŭdanto	True	aŭd.ant.o
aŭdaĉa	aŭdaĉa	True	aŭd.aĉ.a
aŭdienĉo	aŭdienĉo	False	aŭdienĉo
aŭditoro	aŭditoro	False	aŭditoro
aŭdometro	aŭdometro	True	aŭd.o.metr.o
Aŭgio	Aŭgio	False	Aŭgio
aŭgito	aŭgito	False	aŭgito
aŭgmentativo	aŭgmentativo	False	aŭgmentativo
aŭgmento	aŭgmento	False	aŭgmento
aŭguristino	aŭguristino	True	aŭgur.ist.in.o
aŭgustenano	aŭgustenano	False	aŭgustenano
aŭkedoj	aŭkedoj	False	aŭkedoj
aŭko	aŭko	True	aŭk.o
aŭksino	aŭksino	False	aŭksino
aŭksotrofa	aŭksotrofa	False	aŭksotrofa
aŭkubo	aŭkubo	False	aŭkubo
aŭkumeo	aŭkumeo	False	aŭkumeo
Aŭreliano	Aŭreliano	False	Aŭreliano
aŭrelio	aŭrelio	False	aŭrelio
aŭreoli	aŭreoli	True	aŭreol.i
aŭreomicino	aŭreomicino	True	aŭreomicin.o
aŭriko	aŭriko	False	aŭriko
aŭrikulario	aŭrikulario	False	aŭrikulario
aŭripigmento	aŭripigmento	False	aŭripigmento
aŭro	aŭro	True	aŭr.o
aŭrori	aŭrori	True	aŭror.i
aŭskultantaro	aŭskultantaro	True	aŭskult.ant.ar.o
aŭskultiloj	aŭskultiloj	True	aŭskult.il.oj
aŭskulto	aŭskulto	True	aŭskult.o
aŭstera	aŭstera	False	aŭstera
aŭstrala	aŭstrala	False	aŭstrala
aŭstralopiteko	aŭstralopiteko	False	aŭstralopiteko
Aŭstri-Hungario	Aŭstri-Hungario	True	Aŭstri.Hungari.o
Aŭstronezia	Aŭstronezia	False	Aŭstronezia
aŭtadi	aŭtadi	True	aŭt.ad.i
aŭtarkio	aŭtarkio	False	aŭtarkio
aŭti	aŭti	True	aŭt.i
aŭtigena	aŭtigena	False	aŭtigena
aŭtobuŝo	aŭtobuŝo	True	aŭt.o.buŝ.o
aŭtogamio	aŭtogamio	False	aŭtogamio
aŭtogena	aŭtogena	False	aŭtogena
aŭtokatalizo	aŭtokatalizo	True	aŭt.o.kataliz.o
aŭtoklavi	aŭtoklavi	True	aŭtoklav.i
aŭtoklavo	aŭtoklavo	True	aŭtoklav.o
aŭtokrata	aŭtokrata	True	aŭtokrat.a
aŭtokrateco	aŭtokrateco	True	aŭtokrat.ec.o
aŭtolizo	aŭtolizo	True	aŭtoliz.o
aŭtomateco	aŭtomateco	True	aŭtomat.ec.o
aŭtomatiko	aŭtomatiko	True	aŭtomat.ik.o
aŭtomobila	aŭtomobila	True	aŭtomobil.a
aŭtomorfio	aŭtomorfio	False	aŭtomorfio
aŭtonomia	aŭtonomia	True	aŭtonomi.a
aŭtonomismo	aŭtonomismo	True	aŭt.o.nom.ism.o
aŭtonomisto	aŭtonomisto	True	aŭt.o.nom.ist.o
aŭtora	aŭtora	True	aŭtor.a
aŭtoreco	aŭtoreco	True	aŭtor.ec.o
aŭtori	aŭtori	True	aŭtor.i
aŭtoritateco	aŭtoritateco	True	aŭtoritat.ec.o
aŭtosomo	aŭtosomo	False	aŭtosomo
aŭtotrofa	aŭtotrofa	False	aŭtotrofa
b	b	True	b
Baalo	Baalo	False	Baalo
babilo	babilo	True	babil.o
Babilona	Babilona	True	Babilon.a
babordanoj	babordanoj	True	babord.an.oj
baci	baci	False	baci
baco	baco	False	baco
Badenlando	Badenlando	False	Badenlando
Bafina	Bafina	False	Bafina
bagno	bagno	False	bagno
bagro	bagro	False	bagro
Bahaa	Bahaa	True	Baha.a
bajoneta	bajoneta	True	bajonet.a
bajronismo	bajronismo	False	bajronismo
bakango	bakango	False	bakango
bakarato	bakarato	True	bakarat.o
baklavo	baklavo	True	bak.lav.o
bakteria	bakteria	True	bakteri.a
baktericida	baktericida	False	baktericida
baktericido	baktericido	False	baktericido
bakteriofaĝo	bakteriofaĝo	False	bakteriofaĝo
bakterioj	bakterioj	True	bakteri.oj
bakteriologo	bakteriologo	True	bakteri.o.log.o
Baktro	Baktro	False	Baktro
Bakĥa	Bakĥa	False	Bakĥa
Bakĥanalio	Bakĥanalio	True	Bak.ĥan.ali.o
Bakĥanino	Bakĥanino	True	Bak.ĥan.in.o
Bakĥano	Bakĥano	True	Bak.ĥan.o
Bakĥantino	Bakĥantino	True	Bak.ĥan.tin.o
Bakĥanto	Bakĥanto	False	Bakĥanto
Bakĥi	Bakĥi	False	Bakĥi
Bakĥofesto	Bakĥofesto	False	Bakĥofesto
bakŝiŝo	bakŝiŝo	False	bakŝiŝo
balaado	balaado	True	bala.ad.o
balafono	balafono	False	balafono
balaisto	balaisto	True	bala.ist.o
balalajko	balalajko	True	balalajk.o
balamaŝino	balamaŝino	True	bala.maŝin.o
balanciero	balanciero	True	balancier.o
balanciĝo	balanciĝo	True	balanc.iĝ.o
balancoj	balancoj	True	balanc.oj
balanito	balanito	False	balanito
balano	balano	True	balan.o
balantidio	balantidio	False	balantidio
balato	balato	False	balato
balbutigi	balbutigi	True	balbut.ig.i
balbuto	balbuto	True	balbut.o
Baldueno	Baldueno	False	Baldueno
balenedoj	balenedoj	False	balenedoj
balenido	balenido	True	balen.id.o
balenopteredoj	balenopteredoj	False	balenopteredoj
balenoptero	balenoptero	False	balenoptero
baletestro	baletestro	True	balet.estr.o
balista	balista	True	balist.a
balkanigi	balkanigi	True	balkan.ig.i
Balkano	Balkano	True	Balkan.o
balkonaĵo	balkonaĵo	True	balkon.aĵ.o
balonbarilo	balonbarilo	True	balon.bar.il.o
baloteo	baloteo	False	baloteo
balotrajta	balotrajta	True	balot.rajt.a
Baltazaro	Baltazaro	False	Baltazaro
balzaminacoj	balzaminacoj	False	balzaminacoj
balzamito	balzamito	True	balz.am.it.o
balzamoherbo	balzamoherbo	True	balzam.o.herb.o
balzamujo	balzamujo	True	balzam.uj.o
balzo	balzo	True	balz.o
bambuzo	bambuzo	False	bambuzo
banado	banado	True	ban.ad.o
Banaĥo	Banaĥo	False	Banaĥo
bandaĝisto	bandaĝisto	True	bandaĝ.ist.o
banderilo	banderilo	False	banderilo
bandoliero	bandoliero	False	bandoliero
bangalo	bangalo	True	bangal.o
bangificoj	bangificoj	False	bangificoj
bangio	bangio	False	bangio
bangioficoj	bangioficoj	False	bangioficoj
banjano	banjano	True	banjan.o
banka	banka	True	bank.a
bankismo	bankismo	True	bank.ism.o
bankrota	bankrota	True	bankrot.a
bantamo	bantamo	True	bantam.o
bantua	bantua	False	bantua
banusejo	banusejo	False	banusejo
banuslando	banuslando	False	banuslando
banuso	banuso	False	banuso
banĝo	banĝo	True	banĝ.o
bapta	bapta	True	bapt.a
baptanino	baptanino	False	baptanino
baptejo	baptejo	True	bapt.ej.o
baptisterio	baptisterio	False	baptisterio
baptisto	baptisto	True	bapt.ist.o
baptujo	baptujo	False	baptujo
bar-micvo	bar-micvo	False	barmicvo
Barabaso	Barabaso	False	Barabaso
baraterio	baraterio	True	barateri.o
barbadenbero	barbadenbero	False	barbadenbero
barbadeno	barbadeno	False	barbadeno
barbakano	barbakano	False	barbakano
barbareo	barbareo	True	barb.are.o
Barbaroso	Barbaroso	False	Barbaroso
barbedo	barbedo	True	bar.bed.o
barbio	barbio	False	barbio
barbisto	barbisto	True	barb.ist.o
barbitono	barbitono	False	barbitono
barbitura	barbitura	False	barbitura
barbituraĵo	barbituraĵo	False	barbituraĵo
barbiturismo	barbiturismo	False	barbiturismo
barbituro	barbituro	False	barbituro
Barenca	Barenca	False	Barenca
bareĝo	bareĝo	True	bar.eĝ.o
bariono	bariono	False	bariono
baritona	baritona	True	bariton.a
barkano	barkano	True	bark.an.o
Barnabanoj	Barnabanoj	False	Barnabanoj
Barnabo	Barnabo	False	Barnabo
Bartolomeo	Bartolomeo	False	Bartolomeo
barumo	barumo	False	barumo
Baruĥo	Baruĥo	False	Baruĥo
barzojo	barzojo	False	barzojo
basiero	basiero	False	basiero
basketbalo	basketbalo	True	basketbal.o
baskuligi	baskuligi	True	baskul.ig.i
Bassa	Bassa	False	Bassa
